Domicile,First year marker,Level of study,Mode of study,Country of HE provider,Academic Year,Number
Total Non-UK,First year,Postgraduate (research),Full-time,England,2014/15,12585
Total Non-UK,First year,Postgraduate (research),Full-time,England,2015/16,12150
Total Non-UK,First year,Postgraduate (research),Full-time,England,2016/17,11515
Total Non-UK,First year,Postgraduate (research),Full-time,England,2017/18,11770
Total Non-UK,First year,Postgraduate (research),Full-time,England,2018/19,11830
Total Non-UK,First year,Postgraduate (research),Full-time,Northern Ireland,2014/15,200
Total Non-UK,First year,Postgraduate (research),Full-time,Northern Ireland,2015/16,225
Total Non-UK,First year,Postgraduate (research),Full-time,Northern Ireland,2016/17,235
Total Non-UK,First year,Postgraduate (research),Full-time,Northern Ireland,2017/18,265
Total Non-UK,First year,Postgraduate (research),Full-time,Northern Ireland,2018/19,260
Total Non-UK,First year,Postgraduate (research),Full-time,Scotland,2014/15,1900
Total Non-UK,First year,Postgraduate (research),Full-time,Scotland,2015/16,1860
Total Non-UK,First year,Postgraduate (research),Full-time,Scotland,2016/17,1895
Total Non-UK,First year,Postgraduate (research),Full-time,Scotland,2017/18,1975
Total Non-UK,First year,Postgraduate (research),Full-time,Scotland,2018/19,2090
Total Non-UK,First year,Postgraduate (research),Full-time,Wales,2014/15,475
Total Non-UK,First year,Postgraduate (research),Full-time,Wales,2015/16,485
Total Non-UK,First year,Postgraduate (research),Full-time,Wales,2016/17,445
Total Non-UK,First year,Postgraduate (research),Full-time,Wales,2017/18,495
Total Non-UK,First year,Postgraduate (research),Full-time,Wales,2018/19,575
Total Non-UK,First year,Postgraduate (research),Part-time,All,2014/15,1130
Total Non-UK,First year,Postgraduate (research),Part-time,All,2015/16,1110
Total Non-UK,First year,Postgraduate (research),Part-time,All,2016/17,1025
Total Non-UK,First year,Postgraduate (research),Part-time,All,2017/18,990
Total Non-UK,First year,Postgraduate (research),Part-time,All,2018/19,1070
Total Non-UK,First year,Postgraduate (research),Part-time,England,2014/15,885
Total Non-UK,First year,Postgraduate (research),Part-time,England,2015/16,805
Total Non-UK,First year,Postgraduate (research),Part-time,England,2016/17,740
Total Non-UK,First year,Postgraduate (research),Part-time,England,2017/18,700
Total Non-UK,First year,Postgraduate (research),Part-time,England,2018/19,740
Total Non-UK,First year,Postgraduate (research),Part-time,Northern Ireland,2014/15,25
Total Non-UK,First year,Postgraduate (research),Part-time,Northern Ireland,2015/16,35
Total Non-UK,First year,Postgraduate (research),Part-time,Northern Ireland,2016/17,30
Total Non-UK,First year,Postgraduate (research),Part-time,Northern Ireland,2017/18,30
Total Non-UK,First year,Postgraduate (research),Part-time,Northern Ireland,2018/19,35
Total Non-UK,First year,Postgraduate (research),Part-time,Scotland,2014/15,180
Total Non-UK,First year,Postgraduate (research),Part-time,Scotland,2015/16,230
Total Non-UK,First year,Postgraduate (research),Part-time,Scotland,2016/17,215
Total Non-UK,First year,Postgraduate (research),Part-time,Scotland,2017/18,210
Total Non-UK,First year,Postgraduate (research),Part-time,Scotland,2018/19,265
Total Non-UK,First year,Postgraduate (research),Part-time,Wales,2014/15,40
Total Non-UK,First year,Postgraduate (research),Part-time,Wales,2015/16,40
Total Non-UK,First year,Postgraduate (research),Part-time,Wales,2016/17,40
Total Non-UK,First year,Postgraduate (research),Part-time,Wales,2017/18,45
Total Non-UK,First year,Postgraduate (research),Part-time,Wales,2018/19,30
Total Non-UK,Other years,Postgraduate (research),All,All,2014/15,32230
Total Non-UK,Other years,Postgraduate (research),All,All,2015/16,33020
Total Non-UK,Other years,Postgraduate (research),All,All,2016/17,32280
Total Non-UK,Other years,Postgraduate (research),All,All,2017/18,30850
Total Non-UK,Other years,Postgraduate (research),All,All,2018/19,30640
Total Non-UK,Other years,Postgraduate (research),All,England,2014/15,26770
Total Non-UK,Other years,Postgraduate (research),All,England,2015/16,27295
Total Non-UK,Other years,Postgraduate (research),All,England,2016/17,26655
Total Non-UK,Other years,Postgraduate (research),All,England,2017/18,25350
Total Non-UK,Other years,Postgraduate (research),All,England,2018/19,25075
Total Non-UK,Other years,Postgraduate (research),All,Northern Ireland,2014/15,520
Total Non-UK,Other years,Postgraduate (research),All,Northern Ireland,2015/16,535
Total Non-UK,Other years,Postgraduate (research),All,Northern Ireland,2016/17,555
Total Non-UK,Other years,Postgraduate (research),All,Northern Ireland,2017/18,590
Total Non-UK,Other years,Postgraduate (research),All,Northern Ireland,2018/19,590
Total Non-UK,Other years,Postgraduate (research),All,Scotland,2014/15,3730
Total Non-UK,Other years,Postgraduate (research),All,Scotland,2015/16,4030
Total Non-UK,Other years,Postgraduate (research),All,Scotland,2016/17,4060
Total Non-UK,Other years,Postgraduate (research),All,Scotland,2017/18,3985
Total Non-UK,Other years,Postgraduate (research),All,Scotland,2018/19,4085
Total Non-UK,Other years,Postgraduate (research),All,Wales,2014/15,1210
Total Non-UK,Other years,Postgraduate (research),All,Wales,2015/16,1160
Total Non-UK,Other years,Postgraduate (research),All,Wales,2016/17,1010
Total Non-UK,Other years,Postgraduate (research),All,Wales,2017/18,925
Total Non-UK,Other years,Postgraduate (research),All,Wales,2018/19,890
Total Non-UK,Other years,Postgraduate (research),Full-time,All,2014/15,27535
Total Non-UK,Other years,Postgraduate (research),Full-time,All,2015/16,28625
Total Non-UK,Other years,Postgraduate (research),Full-time,All,2016/17,28235
Total Non-UK,Other years,Postgraduate (research),Full-time,All,2017/18,26930
Total Non-UK,Other years,Postgraduate (research),Full-time,All,2018/19,26965
Total Non-UK,Other years,Postgraduate (research),Full-time,England,2014/15,22865
Total Non-UK,Other years,Postgraduate (research),Full-time,England,2015/16,23660
Total Non-UK,Other years,Postgraduate (research),Full-time,England,2016/17,23325
Total Non-UK,Other years,Postgraduate (research),Full-time,England,2017/18,22120
Total Non-UK,Other years,Postgraduate (research),Full-time,England,2018/19,22065
Total Non-UK,Other years,Postgraduate (research),Full-time,Northern Ireland,2014/15,355
Total Non-UK,Other years,Postgraduate (research),Full-time,Northern Ireland,2015/16,380
Total Non-UK,Other years,Postgraduate (research),Full-time,Northern Ireland,2016/17,410
Total Non-UK,Other years,Postgraduate (research),Full-time,Northern Ireland,2017/18,440
Total Non-UK,Other years,Postgraduate (research),Full-time,Northern Ireland,2018/19,435
Total Non-UK,Other years,Postgraduate (research),Full-time,Scotland,2014/15,3305
Total Non-UK,Other years,Postgraduate (research),Full-time,Scotland,2015/16,3605
Total Non-UK,Other years,Postgraduate (research),Full-time,Scotland,2016/17,3645
Total Non-UK,Other years,Postgraduate (research),Full-time,Scotland,2017/18,3585
Total Non-UK,Other years,Postgraduate (research),Full-time,Scotland,2018/19,3715
Total Non-UK,Other years,Postgraduate (research),Full-time,Wales,2014/15,1005
Total Non-UK,Other years,Postgraduate (research),Full-time,Wales,2015/16,980
Total Non-UK,Other years,Postgraduate (research),Full-time,Wales,2016/17,855
Total Non-UK,Other years,Postgraduate (research),Full-time,Wales,2017/18,790
Total Non-UK,Other years,Postgraduate (research),Full-time,Wales,2018/19,750
Total Non-UK,Other years,Postgraduate (research),Part-time,All,2014/15,4695
Total Non-UK,Other years,Postgraduate (research),Part-time,All,2015/16,4395
Total Non-UK,Other years,Postgraduate (research),Part-time,All,2016/17,4045
Total Non-UK,Other years,Postgraduate (research),Part-time,All,2017/18,3920
Total Non-UK,Other years,Postgraduate (research),Part-time,All,2018/19,3675
Total Non-UK,Other years,Postgraduate (research),Part-time,England,2014/15,3905
Total Non-UK,Other years,Postgraduate (research),Part-time,England,2015/16,3635
Total Non-UK,Other years,Postgraduate (research),Part-time,England,2016/17,3330
Total Non-UK,Other years,Postgraduate (research),Part-time,England,2017/18,3235
Total Non-UK,Other years,Postgraduate (research),Part-time,England,2018/19,3010
Total Non-UK,Other years,Postgraduate (research),Part-time,Northern Ireland,2014/15,170
Total Non-UK,Other years,Postgraduate (research),Part-time,Northern Ireland,2015/16,160
Total Non-UK,Other years,Postgraduate (research),Part-time,Northern Ireland,2016/17,145
Total Non-UK,Other years,Postgraduate (research),Part-time,Northern Ireland,2017/18,150
Total Non-UK,Other years,Postgraduate (research),Part-time,Northern Ireland,2018/19,155
Total Non-UK,Other years,Postgraduate (research),Part-time,Scotland,2014/15,420
Total Non-UK,Other years,Postgraduate (research),Part-time,Scotland,2015/16,425
Total Non-UK,Other years,Postgraduate (research),Part-time,Scotland,2016/17,415
Total Non-UK,Other years,Postgraduate (research),Part-time,Scotland,2017/18,400
Total Non-UK,Other years,Postgraduate (research),Part-time,Scotland,2018/19,370
Total Non-UK,Other years,Postgraduate (research),Part-time,Wales,2014/15,200
Total Non-UK,Other years,Postgraduate (research),Part-time,Wales,2015/16,180
Total Non-UK,Other years,Postgraduate (research),Part-time,Wales,2016/17,155
Total Non-UK,Other years,Postgraduate (research),Part-time,Wales,2017/18,135
Total Non-UK,Other years,Postgraduate (research),Part-time,Wales,2018/19,140
Total Non-UK,All,Postgraduate (taught),All,All,2014/15,155970
Total Non-UK,All,Postgraduate (taught),All,All,2015/16,149470
Total Non-UK,All,Postgraduate (taught),All,All,2016/17,148155
Total Non-UK,All,Postgraduate (taught),All,All,2017/18,156445
Total Non-UK,All,Postgraduate (taught),All,All,2018/19,170785
Total Non-UK,All,Postgraduate (taught),All,England,2014/15,127335
Total Non-UK,All,Postgraduate (taught),All,England,2015/16,123050
Total Non-UK,All,Postgraduate (taught),All,England,2016/17,122205
Total Non-UK,All,Postgraduate (taught),All,England,2017/18,129255
Total Non-UK,All,Postgraduate (taught),All,England,2018/19,140945
Total Non-UK,All,Postgraduate (taught),All,Northern Ireland,2014/15,1695
Total Non-UK,All,Postgraduate (taught),All,Northern Ireland,2015/16,1575
Total Non-UK,All,Postgraduate (taught),All,Northern Ireland,2016/17,1745
Total Non-UK,All,Postgraduate (taught),All,Northern Ireland,2017/18,1860
Total Non-UK,All,Postgraduate (taught),All,Northern Ireland,2018/19,2125
Total Non-UK,All,Postgraduate (taught),All,Scotland,2014/15,17045
Total Non-UK,All,Postgraduate (taught),All,Scotland,2015/16,17105
Total Non-UK,All,Postgraduate (taught),All,Scotland,2016/17,17515
Total Non-UK,All,Postgraduate (taught),All,Scotland,2017/18,18670
Total Non-UK,All,Postgraduate (taught),All,Scotland,2018/19,20955
Total Non-UK,All,Postgraduate (taught),All,Wales,2014/15,9895
Total Non-UK,All,Postgraduate (taught),All,Wales,2015/16,7740
Total Non-UK,All,Postgraduate (taught),All,Wales,2016/17,6690
Total Non-UK,All,Postgraduate (taught),All,Wales,2017/18,6660
Total Non-UK,All,Postgraduate (taught),All,Wales,2018/19,6765
Total Non-UK,All,Postgraduate (taught),Full-time,All,2014/15,134310
Total Non-UK,All,Postgraduate (taught),Full-time,All,2015/16,129465
Total Non-UK,All,Postgraduate (taught),Full-time,All,2016/17,129080
Total Non-UK,All,Postgraduate (taught),Full-time,All,2017/18,138905
Total Non-UK,All,Postgraduate (taught),Full-time,All,2018/19,152620
Total Non-UK,All,Postgraduate (taught),Full-time,England,2014/15,110190
Total Non-UK,All,Postgraduate (taught),Full-time,England,2015/16,106845
Total Non-UK,All,Postgraduate (taught),Full-time,England,2016/17,106900
Total Non-UK,All,Postgraduate (taught),Full-time,England,2017/18,115180
Total Non-UK,All,Postgraduate (taught),Full-time,England,2018/19,126145
Total Non-UK,All,Postgraduate (taught),Full-time,Northern Ireland,2014/15,1075
Total Non-UK,All,Postgraduate (taught),Full-time,Northern Ireland,2015/16,945
Total Non-UK,All,Postgraduate (taught),Full-time,Northern Ireland,2016/17,1045
Total Non-UK,All,Postgraduate (taught),Full-time,Northern Ireland,2017/18,1250
Total Non-UK,All,Postgraduate (taught),Full-time,Northern Ireland,2018/19,1315
Total Non-UK,All,Postgraduate (taught),Full-time,Scotland,2014/15,14910
Total Non-UK,All,Postgraduate (taught),Full-time,Scotland,2015/16,15245
Total Non-UK,All,Postgraduate (taught),Full-time,Scotland,2016/17,15515
Total Non-UK,All,Postgraduate (taught),Full-time,Scotland,2017/18,16725
Total Non-UK,All,Postgraduate (taught),Full-time,Scotland,2018/19,19005
Total Non-UK,All,Postgraduate (taught),Full-time,Wales,2014/15,8135
Total Non-UK,All,Postgraduate (taught),Full-time,Wales,2015/16,6430
Total Non-UK,All,Postgraduate (taught),Full-time,Wales,2016/17,5620
Total Non-UK,All,Postgraduate (taught),Full-time,Wales,2017/18,5750
Total Non-UK,All,Postgraduate (taught),Full-time,Wales,2018/19,6160
Total Non-UK,All,Postgraduate (taught),Part-time,All,2014/15,21660
Total Non-UK,All,Postgraduate (taught),Part-time,All,2015/16,20005
Total Non-UK,All,Postgraduate (taught),Part-time,All,2016/17,19075
Total Non-UK,All,Postgraduate (taught),Part-time,All,2017/18,17540
Total Non-UK,All,Postgraduate (taught),Part-time,All,2018/19,18165
Total Non-UK,All,Postgraduate (taught),Part-time,England,2014/15,17145
Total Non-UK,All,Postgraduate (taught),Part-time,England,2015/16,16205
Total Non-UK,All,Postgraduate (taught),Part-time,England,2016/17,15305
Total Non-UK,All,Postgraduate (taught),Part-time,England,2017/18,14075
Total Non-UK,All,Postgraduate (taught),Part-time,England,2018/19,14800
Total Non-UK,All,Postgraduate (taught),Part-time,Northern Ireland,2014/15,620
Total Non-UK,All,Postgraduate (taught),Part-time,Northern Ireland,2015/16,630
Total Non-UK,All,Postgraduate (taught),Part-time,Northern Ireland,2016/17,700
Total Non-UK,All,Postgraduate (taught),Part-time,Northern Ireland,2017/18,610
Total Non-UK,All,Postgraduate (taught),Part-time,Northern Ireland,2018/19,810
Total Non-UK,All,Postgraduate (taught),Part-time,Scotland,2014/15,2135
Total Non-UK,All,Postgraduate (taught),Part-time,Scotland,2015/16,1860
Total Non-UK,All,Postgraduate (taught),Part-time,Scotland,2016/17,1995
Total Non-UK,All,Postgraduate (taught),Part-time,Scotland,2017/18,1945
Total Non-UK,All,Postgraduate (taught),Part-time,Scotland,2018/19,1950
Total Non-UK,All,Postgraduate (taught),Part-time,Wales,2014/15,1760
Total Non-UK,All,Postgraduate (taught),Part-time,Wales,2015/16,1310
Total Non-UK,All,Postgraduate (taught),Part-time,Wales,2016/17,1070
Total Non-UK,All,Postgraduate (taught),Part-time,Wales,2017/18,910
Total Non-UK,All,Postgraduate (taught),Part-time,Wales,2018/19,605
Total Non-UK,First year,Postgraduate (taught),All,All,2014/15,116340
Total Non-UK,First year,Postgraduate (taught),All,All,2015/16,114910
Total Non-UK,First year,Postgraduate (taught),All,All,2016/17,118200
Total Non-UK,First year,Postgraduate (taught),All,All,2017/18,127635
Total Non-UK,First year,Postgraduate (taught),All,All,2018/19,140260
Total Non-UK,First year,Postgraduate (taught),All,England,2014/15,96120
Total Non-UK,First year,Postgraduate (taught),All,England,2015/16,95885
Total Non-UK,First year,Postgraduate (taught),All,England,2016/17,98360
Total Non-UK,First year,Postgraduate (taught),All,England,2017/18,106420
Total Non-UK,First year,Postgraduate (taught),All,England,2018/19,116625
Total Non-UK,First year,Postgraduate (taught),All,Northern Ireland,2014/15,965
Total Non-UK,First year,Postgraduate (taught),All,Northern Ireland,2015/16,980
Total Non-UK,First year,Postgraduate (taught),All,Northern Ireland,2016/17,1075
Total Non-UK,First year,Postgraduate (taught),All,Northern Ireland,2017/18,1260
Total Non-UK,First year,Postgraduate (taught),All,Northern Ireland,2018/19,1575
Total Non-UK,First year,Postgraduate (taught),All,Scotland,2014/15,13010
Total Non-UK,First year,Postgraduate (taught),All,Scotland,2015/16,13115
Total Non-UK,First year,Postgraduate (taught),All,Scotland,2016/17,14035
Total Non-UK,First year,Postgraduate (taught),All,Scotland,2017/18,15170
Total Non-UK,First year,Postgraduate (taught),All,Scotland,2018/19,16910
Total Non-UK,First year,Postgraduate (taught),All,Wales,2014/15,6245
Total Non-UK,First year,Postgraduate (taught),All,Wales,2015/16,4930
Total Non-UK,First year,Postgraduate (taught),All,Wales,2016/17,4725
Total Non-UK,First year,Postgraduate (taught),All,Wales,2017/18,4785
Total Non-UK,First year,Postgraduate (taught),All,Wales,2018/19,5155
Total Non-UK,First year,Postgraduate (taught),Full-time,All,2014/15,108070
Total Non-UK,First year,Postgraduate (taught),Full-time,All,2015/16,107535
Total Non-UK,First year,Postgraduate (taught),Full-time,All,2016/17,110270
Total Non-UK,First year,Postgraduate (taught),Full-time,All,2017/18,120265
Total Non-UK,First year,Postgraduate (taught),Full-time,All,2018/19,132535
Total Non-UK,First year,Postgraduate (taught),Full-time,England,2014/15,90080
Total Non-UK,First year,Postgraduate (taught),Full-time,England,2015/16,90055
Total Non-UK,First year,Postgraduate (taught),Full-time,England,2016/17,92040
Total Non-UK,First year,Postgraduate (taught),Full-time,England,2017/18,100575
Total Non-UK,First year,Postgraduate (taught),Full-time,England,2018/19,110470
Total Non-UK,First year,Postgraduate (taught),Full-time,Northern Ireland,2014/15,675
Total Non-UK,First year,Postgraduate (taught),Full-time,Northern Ireland,2015/16,685
Total Non-UK,First year,Postgraduate (taught),Full-time,Northern Ireland,2016/17,750
Total Non-UK,First year,Postgraduate (taught),Full-time,Northern Ireland,2017/18,1000
Total Non-UK,First year,Postgraduate (taught),Full-time,Northern Ireland,2018/19,1155
Total Non-UK,First year,Postgraduate (taught),Full-time,Scotland,2014/15,12115
Total Non-UK,First year,Postgraduate (taught),Full-time,Scotland,2015/16,12445
Total Non-UK,First year,Postgraduate (taught),Full-time,Scotland,2016/17,13175
Total Non-UK,First year,Postgraduate (taught),Full-time,Scotland,2017/18,14270
Total Non-UK,First year,Postgraduate (taught),Full-time,Scotland,2018/19,16045
Total Non-UK,First year,Postgraduate (taught),Full-time,Wales,2014/15,5200
Total Non-UK,First year,Postgraduate (taught),Full-time,Wales,2015/16,4350
Total Non-UK,First year,Postgraduate (taught),Full-time,Wales,2016/17,4305
Total Non-UK,First year,Postgraduate (taught),Full-time,Wales,2017/18,4415
Total Non-UK,First year,Postgraduate (taught),Full-time,Wales,2018/19,4865
Total Non-UK,First year,Postgraduate (taught),Part-time,All,2014/15,8265
Total Non-UK,First year,Postgraduate (taught),Part-time,All,2015/16,7375
Total Non-UK,First year,Postgraduate (taught),Part-time,All,2016/17,7925
Total Non-UK,First year,Postgraduate (taught),Part-time,All,2017/18,7370
Total Non-UK,First year,Postgraduate (taught),Part-time,All,2018/19,7730
Total Non-UK,First year,Postgraduate (taught),Part-time,England,2014/15,6045
Total Non-UK,First year,Postgraduate (taught),Part-time,England,2015/16,5830
Total Non-UK,First year,Postgraduate (taught),Part-time,England,2016/17,6320
Total Non-UK,First year,Postgraduate (taught),Part-time,England,2017/18,5845
Total Non-UK,First year,Postgraduate (taught),Part-time,England,2018/19,6155
Total Non-UK,First year,Postgraduate (taught),Part-time,Northern Ireland,2014/15,290
Total Non-UK,First year,Postgraduate (taught),Part-time,Northern Ireland,2015/16,295
Total Non-UK,First year,Postgraduate (taught),Part-time,Northern Ireland,2016/17,325
Total Non-UK,First year,Postgraduate (taught),Part-time,Northern Ireland,2017/18,260
Total Non-UK,First year,Postgraduate (taught),Part-time,Northern Ireland,2018/19,420
Total Non-UK,First year,Postgraduate (taught),Part-time,Scotland,2014/15,895
Total Non-UK,First year,Postgraduate (taught),Part-time,Scotland,2015/16,670
Total Non-UK,First year,Postgraduate (taught),Part-time,Scotland,2016/17,860
Total Non-UK,First year,Postgraduate (taught),Part-time,Scotland,2017/18,900
Total Non-UK,First year,Postgraduate (taught),Part-time,Scotland,2018/19,865
Total Non-UK,First year,Postgraduate (taught),Part-time,Wales,2014/15,1040
Total Non-UK,First year,Postgraduate (taught),Part-time,Wales,2015/16,580
Total Non-UK,First year,Postgraduate (taught),Part-time,Wales,2016/17,420
Total Non-UK,First year,Postgraduate (taught),Part-time,Wales,2017/18,365
Total Non-UK,First year,Postgraduate (taught),Part-time,Wales,2018/19,290
Total Non-UK,Other years,Postgraduate (taught),All,All,2014/15,39630
Total Non-UK,Other years,Postgraduate (taught),All,All,2015/16,34560
Total Non-UK,Other years,Postgraduate (taught),All,All,2016/17,29960
Total Non-UK,Other years,Postgraduate (taught),All,All,2017/18,28810
Total Non-UK,Other years,Postgraduate (taught),All,All,2018/19,30525
Total Non-UK,Other years,Postgraduate (taught),All,England,2014/15,31215
Total Non-UK,Other years,Postgraduate (taught),All,England,2015/16,27165
Total Non-UK,Other years,Postgraduate (taught),All,England,2016/17,23845
Total Non-UK,Other years,Postgraduate (taught),All,England,2017/18,22835
Total Non-UK,Other years,Postgraduate (taught),All,England,2018/19,24320
Total Non-UK,Other years,Postgraduate (taught),All,Northern Ireland,2014/15,730
Total Non-UK,Other years,Postgraduate (taught),All,Northern Ireland,2015/16,595
Total Non-UK,Other years,Postgraduate (taught),All,Northern Ireland,2016/17,670
Total Non-UK,Other years,Postgraduate (taught),All,Northern Ireland,2017/18,600
Total Non-UK,Other years,Postgraduate (taught),All,Northern Ireland,2018/19,550
Total Non-UK,Other years,Postgraduate (taught),All,Scotland,2014/15,4035
Total Non-UK,Other years,Postgraduate (taught),All,Scotland,2015/16,3990
Total Non-UK,Other years,Postgraduate (taught),All,Scotland,2016/17,3475
Total Non-UK,Other years,Postgraduate (taught),All,Scotland,2017/18,3500
Total Non-UK,Other years,Postgraduate (taught),All,Scotland,2018/19,4045
Total Non-UK,Other years,Postgraduate (taught),All,Wales,2014/15,3650
Total Non-UK,Other years,Postgraduate (taught),All,Wales,2015/16,2805
Total Non-UK,Other years,Postgraduate (taught),All,Wales,2016/17,1965
Total Non-UK,Other years,Postgraduate (taught),All,Wales,2017/18,1875
Total Non-UK,Other years,Postgraduate (taught),All,Wales,2018/19,1610
Total Non-UK,Other years,Postgraduate (taught),Full-time,All,2014/15,26240
Total Non-UK,Other years,Postgraduate (taught),Full-time,All,2015/16,21930
Total Non-UK,Other years,Postgraduate (taught),Full-time,All,2016/17,18810
Total Non-UK,Other years,Postgraduate (taught),Full-time,All,2017/18,18640
Total Non-UK,Other years,Postgraduate (taught),Full-time,All,2018/19,20085
Total Non-UK,Other years,Postgraduate (taught),Full-time,England,2014/15,20110
Total Non-UK,Other years,Postgraduate (taught),Full-time,England,2015/16,16790
Total Non-UK,Other years,Postgraduate (taught),Full-time,England,2016/17,14860
Total Non-UK,Other years,Postgraduate (taught),Full-time,England,2017/18,14605
Total Non-UK,Other years,Postgraduate (taught),Full-time,England,2018/19,15675
Total Non-UK,Other years,Postgraduate (taught),Full-time,Northern Ireland,2014/15,400
Total Non-UK,Other years,Postgraduate (taught),Full-time,Northern Ireland,2015/16,260
Total Non-UK,Other years,Postgraduate (taught),Full-time,Northern Ireland,2016/17,295
Total Non-UK,Other years,Postgraduate (taught),Full-time,Northern Ireland,2017/18,250
Total Non-UK,Other years,Postgraduate (taught),Full-time,Northern Ireland,2018/19,160
Total Non-UK,Other years,Postgraduate (taught),Full-time,Scotland,2014/15,2795
Total Non-UK,Other years,Postgraduate (taught),Full-time,Scotland,2015/16,2800
Total Non-UK,Other years,Postgraduate (taught),Full-time,Scotland,2016/17,2340
Total Non-UK,Other years,Postgraduate (taught),Full-time,Scotland,2017/18,2455
Total Non-UK,Other years,Postgraduate (taught),Full-time,Scotland,2018/19,2960
Total Non-UK,Other years,Postgraduate (taught),Full-time,Wales,2014/15,2935
Total Non-UK,Other years,Postgraduate (taught),Full-time,Wales,2015/16,2075
Total Non-UK,Other years,Postgraduate (taught),Full-time,Wales,2016/17,1315
Total Non-UK,Other years,Postgraduate (taught),Full-time,Wales,2017/18,1330
Total Non-UK,Other years,Postgraduate (taught),Full-time,Wales,2018/19,1295
Total Non-UK,Other years,Postgraduate (taught),Part-time,All,2014/15,13390
Total Non-UK,Other years,Postgraduate (taught),Part-time,All,2015/16,12630
Total Non-UK,Other years,Postgraduate (taught),Part-time,All,2016/17,11150
Total Non-UK,Other years,Postgraduate (taught),Part-time,All,2017/18,10170
Total Non-UK,Other years,Postgraduate (taught),Part-time,All,2018/19,10435
Total Non-UK,Other years,Postgraduate (taught),Part-time,England,2014/15,11100
Total Non-UK,Other years,Postgraduate (taught),Part-time,England,2015/16,10375
Total Non-UK,Other years,Postgraduate (taught),Part-time,England,2016/17,8985
Total Non-UK,Other years,Postgraduate (taught),Part-time,England,2017/18,8225
Total Non-UK,Other years,Postgraduate (taught),Part-time,England,2018/19,8645
Total Non-UK,Other years,Postgraduate (taught),Part-time,Northern Ireland,2014/15,335
Total Non-UK,Other years,Postgraduate (taught),Part-time,Northern Ireland,2015/16,335
Total Non-UK,Other years,Postgraduate (taught),Part-time,Northern Ireland,2016/17,375
Total Non-UK,Other years,Postgraduate (taught),Part-time,Northern Ireland,2017/18,350
Total Non-UK,Other years,Postgraduate (taught),Part-time,Northern Ireland,2018/19,390
Total Non-UK,Other years,Postgraduate (taught),Part-time,Scotland,2014/15,1240
Total Non-UK,Other years,Postgraduate (taught),Part-time,Scotland,2015/16,1190
Total Non-UK,Other years,Postgraduate (taught),Part-time,Scotland,2016/17,1140
Total Non-UK,Other years,Postgraduate (taught),Part-time,Scotland,2017/18,1045
Total Non-UK,Other years,Postgraduate (taught),Part-time,Scotland,2018/19,1085
Total Non-UK,Other years,Postgraduate (taught),Part-time,Wales,2014/15,715
Total Non-UK,Other years,Postgraduate (taught),Part-time,Wales,2015/16,730
Total Non-UK,Other years,Postgraduate (taught),Part-time,Wales,2016/17,650
Total Non-UK,Other years,Postgraduate (taught),Part-time,Wales,2017/18,545
Total Non-UK,Other years,Postgraduate (taught),Part-time,Wales,2018/19,315
Total Non-UK,All,All postgraduate,All,All,2014/15,204495
Total Non-UK,All,All postgraduate,All,All,2015/16,198325
Total Non-UK,All,All postgraduate,All,All,2016/17,195550
Total Non-UK,All,All postgraduate,All,All,2017/18,202785
Total Non-UK,All,All postgraduate,All,All,2018/19,217255
Total Non-UK,All,All postgraduate,All,England,2014/15,167580
Total Non-UK,All,All postgraduate,All,England,2015/16,163300
Total Non-UK,All,All postgraduate,All,England,2016/17,161120
Total Non-UK,All,All postgraduate,All,England,2017/18,167080
Total Non-UK,All,All postgraduate,All,England,2018/19,178590
Total Non-UK,All,All postgraduate,All,Northern Ireland,2014/15,2445
Total Non-UK,All,All postgraduate,All,Northern Ireland,2015/16,2375
Total Non-UK,All,All postgraduate,All,Northern Ireland,2016/17,2565
Total Non-UK,All,All postgraduate,All,Northern Ireland,2017/18,2745
Total Non-UK,All,All postgraduate,All,Northern Ireland,2018/19,3015
Total Non-UK,All,All postgraduate,All,Scotland,2014/15,22850
Total Non-UK,All,All postgraduate,All,Scotland,2015/16,23225
Total Non-UK,All,All postgraduate,All,Scotland,2016/17,23685
Total Non-UK,All,All postgraduate,All,Scotland,2017/18,24840
Total Non-UK,All,All postgraduate,All,Scotland,2018/19,27395
Total Non-UK,All,All postgraduate,All,Wales,2014/15,11615
Total Non-UK,All,All postgraduate,All,Wales,2015/16,9425
Total Non-UK,All,All postgraduate,All,Wales,2016/17,8185
Total Non-UK,All,All postgraduate,All,Wales,2017/18,8120
Total Non-UK,All,All postgraduate,All,Wales,2018/19,8255
Total Non-UK,All,All postgraduate,Full-time,All,2014/15,177010
Total Non-UK,All,All postgraduate,Full-time,All,2015/16,172815
Total Non-UK,All,All postgraduate,Full-time,All,2016/17,171405
Total Non-UK,All,All postgraduate,Full-time,All,2017/18,180340
Total Non-UK,All,All postgraduate,Full-time,All,2018/19,194340
Total Non-UK,All,All postgraduate,Full-time,England,2014/15,145645
Total Non-UK,All,All postgraduate,Full-time,England,2015/16,142655
Total Non-UK,All,All postgraduate,Full-time,England,2016/17,141740
Total Non-UK,All,All postgraduate,Full-time,England,2017/18,149070
Total Non-UK,All,All postgraduate,Full-time,England,2018/19,160040
Total Non-UK,All,All postgraduate,Full-time,Northern Ireland,2014/15,1630
Total Non-UK,All,All postgraduate,Full-time,Northern Ireland,2015/16,1550
Total Non-UK,All,All postgraduate,Full-time,Northern Ireland,2016/17,1690
